case_id,start,end,cycle_time_h
346,2018-01-08 13:00:00.000000,2018-01-13 08:00:00.000000,115.0
347,2018-01-08 13:00:00.000000,2018-01-13 08:00:00.000000,115.0
348,2018-01-08 14:00:00.000000,2018-01-13 08:00:00.000000,114.0
349,2018-01-08 14:00:00.000000,2018-01-13 08:00:00.000000,114.0
350,2018-01-08 14:00:00.000000,2018-01-13 08:00:00.000000,114.0
351,2018-01-08 14:00:00.000000,2018-01-13 08:00:00.000000,114.0
352,2018-01-08 14:00:00.000000,2018-01-13 08:00:00.000000,114.0
353,2018-01-08 14:00:00.000000,2018-01-13 08:00:00.000000,114.0
354,2018-01-08 15:00:00.000000,2018-01-13 08:00:00.000000,113.0
355,2018-01-08 15:00:00.000000,2018-01-13 08:00:00.000000,113.0
356,2018-01-08 15:00:00.000000,2018-01-13 08:00:00.000000,113.0
357,2018-01-08 15:00:00.000000,2018-01-13 08:00:00.000000,113.0
358,2018-01-08 16:00:00.000000,2018-01-13 08:00:00.000000,112.0
359,2018-01-08 16:00:00.000000,2018-01-13 08:00:00.000000,112.0
360,2018-01-08 16:00:00.000000,2018-01-13 08:00:00.000000,112.0
361,2018-01-08 16:00:00.000000,2018-01-13 18:00:00.000000,122.0
362,2018-01-08 16:00:00.000000,2018-01-11 20:44:46.314129,76.74619836916666
363,2018-01-08 16:00:00.000000,2018-01-11 17:02:44.581595,73.04571710972222
364,2018-01-08 16:00:00.000000,2018-01-13 18:00:00.000000,122.0
365,2018-01-08 16:00:00.000000,2018-01-12 00:55:59.897771,80.93330493638888
366,2018-01-08 17:00:00.000000,2018-01-13 08:00:00.000000,111.0
367,2018-01-08 17:00:00.000000,2018-01-12 06:05:52.010726,85.09778075722222
368,2018-01-09 03:07:23.065895,2018-01-09 05:39:48.299895,2.540342777777778
369,2018-01-09 09:00:00.000000,2018-01-09 09:00:00.000000,0.0
370,2018-01-09 09:00:00.000000,2018-01-09 09:00:00.000000,0.0
371,2018-01-09 09:00:00.000000,2018-01-09 09:00:00.000000,0.0
372,2018-01-09 10:00:00.000000,2018-01-09 10:00:00.000000,0.0
373,2018-01-09 10:00:00.000000,2018-01-09 10:00:00.000000,0.0
374,2018-01-09 10:00:00.000000,2018-01-09 10:00:00.000000,0.0
375,2018-01-09 10:00:00.000000,2018-01-09 10:00:00.000000,0.0
376,2018-01-09 10:00:00.000000,2018-01-09 10:00:00.000000,0.0
377,2018-01-09 10:00:00.000000,2018-01-09 10:00:00.000000,0.0
378,2018-01-09 10:00:00.000000,2018-01-09 10:00:00.000000,0.0
379,2018-01-09 10:00:00.000000,2018-01-09 10:00:00.000000,0.0
380,2018-01-09 10:00:00.000000,2018-01-09 10:00:00.000000,0.0
381,2018-01-09 10:00:00.000000,2018-01-09 10:00:00.000000,0.0
382,2018-01-09 10:00:00.000000,2018-01-09 10:00:00.000000,0.0
383,2018-01-09 10:00:00.000000,2018-01-09 10:00:00.000000,0.0
384,2018-01-09 10:00:00.000000,2018-01-09 10:00:00.000000,0.0
385,2018-01-09 11:00:00.000000,2018-01-12 08:07:55.046365,69.1319573236111
386,2018-01-09 11:00:00.000000,2018-01-13 08:00:00.000000,93.0
387,2018-01-09 11:00:00.000000,2018-01-12 00:03:32.912102,61.05914225055555
388,2018-01-09 11:00:00.000000,2018-01-13 13:00:00.000000,98.0
389,2018-01-09 11:00:00.000000,2018-01-13 18:00:00.000000,103.0
390,2018-01-09 12:00:00.000000,2018-01-13 08:00:00.000000,92.0
391,2018-01-09 12:00:00.000000,2018-01-13 08:00:00.000000,92.0
392,2018-01-09 12:00:00.000000,2018-01-13 18:00:00.000000,102.0
393,2018-01-09 12:00:00.000000,2018-01-13 08:00:00.000000,92.0
394,2018-01-09 12:00:00.000000,2018-01-13 08:00:00.000000,92.0
395,2018-01-09 12:00:00.000000,2018-01-13 13:00:00.000000,97.0
396,2018-01-09 12:00:00.000000,2018-01-13 13:00:00.000000,97.0
397,2018-01-09 12:00:00.000000,2018-01-13 13:00:00.000000,97.0
398,2018-01-09 12:00:00.000000,2018-01-13 13:00:00.000000,97.0
399,2018-01-09 12:00:00.000000,2018-01-13 18:00:00.000000,102.0
400,2018-01-09 12:00:00.000000,2018-01-13 13:00:00.000000,97.0
401,2018-01-09 12:00:00.000000,2018-01-13 13:00:00.000000,97.0
402,2018-01-09 12:00:00.000000,2018-01-13 18:00:00.000000,102.0
403,2018-01-09 12:00:00.000000,2018-01-13 13:00:00.000000,97.0
404,2018-01-09 12:00:00.000000,2018-01-13 13:00:00.000000,97.0
405,2018-01-09 12:00:00.000000,2018-01-13 00:15:09.886653,84.2527462925
406,2018-01-09 12:00:00.000000,2018-01-13 05:12:35.820263,89.20995007305555
407,2018-01-09 13:00:00.000000,2018-01-13 18:00:00.000000,101.0
408,2018-01-09 13:00:00.000000,2018-01-13 01:19:35.113925,84.32642053472223
409,2018-01-09 13:00:00.000000,2018-01-13 02:13:17.709305,85.22158591805557
410,2018-01-09 13:00:00.000000,2018-01-13 10:34:05.808692,93.56828019222222
411,2018-01-09 13:00:00.000000,2018-01-13 21:50:41.133577,104.84475932694444
412,2018-01-09 13:34:13.639595,2018-01-09 15:29:15.701367,1.917239381111111
413,2018-01-09 14:00:00.000000,2018-01-13 22:53:41.055199,104.89473755527777
414,2018-01-09 14:00:00.000000,2018-01-13 18:00:00.000000,100.0
415,2018-01-09 14:00:00.000000,2018-01-13 18:00:00.000000,100.0
416,2018-01-09 14:00:00.000000,2018-01-13 08:04:26.485558,90.07402376611111
417,2018-01-09 14:00:00.000000,2018-01-13 09:17:37.223395,91.29367316527777
418,2018-01-09 14:31:36.257149,2018-01-13 08:00:00.000000,89.47326190305556
419,2018-01-09 15:00:00.000000,2018-01-14 00:15:56.497275,105.26569368749999
420,2018-01-09 15:00:00.000000,2018-01-14 01:26:43.675780,106.44546549444445
421,2018-01-09 15:00:00.000000,2018-01-13 18:00:00.000000,99.0
422,2018-01-09 15:00:00.000000,2018-01-14 05:26:38.147438,110.4439298438889
423,2018-01-09 15:00:00.000000,2018-01-14 06:24:42.241226,111.41173367388889
424,2018-01-09 15:00:00.000000,2018-01-13 14:56:55.069863,95.9486305175
425,2018-01-09 15:00:00.000000,2018-01-13 16:07:31.373325,97.12538147916666
426,2018-01-09 15:00:00.000000,2018-01-14 10:26:34.972819,115.44304800527779
427,2018-01-09 15:53:31.370659,2018-01-09 18:02:29.461868,2.149469780277778
428,2018-01-09 16:00:00.000000,2018-01-13 18:10:07.060385,98.16862788472223
429,2018-01-09 16:00:00.000000,2018-01-13 19:13:50.946163,99.23081837861112
430,2018-01-09 16:00:00.000000,2018-01-13 20:07:50.970599,100.13082516638889
431,2018-01-09 17:00:00.000000,2018-01-14 13:26:19.497438,116.43874928833333
432,2018-01-09 17:00:00.000000,2018-01-13 22:06:42.532758,101.111814655
433,2018-01-09 20:48:38.009556,2018-01-13 08:00:00.000000,83.18944179
434,2018-01-09 20:49:13.156939,2018-01-10 18:00:00.000000,21.17967862805556
435,2018-01-09 21:07:24.466464,2018-01-09 23:43:53.613798,2.6080964816666663
436,2018-01-09 21:07:54.865145,2018-01-09 22:41:35.729472,1.5613512019444444
437,2018-01-09 22:44:16.821637,2018-01-10 01:14:53.438270,2.5101712869444444
438,2018-01-09 22:44:37.232002,2018-01-10 18:00:00.000000,19.25632444388889
439,2018-01-09 22:45:38.892058,2018-01-10 01:11:56.509864,2.4382271683333334
440,2018-01-09 22:52:02.416390,2018-01-10 00:07:33.470667,1.2586261880555556
441,2018-01-09 22:58:35.976195,2018-01-10 13:00:00.000000,14.023339945833332
442,2018-01-09 23:04:57.557075,2018-01-10 18:00:00.000000,18.917345256944444
443,2018-01-09 23:08:48.491428,2018-01-10 00:42:39.780925,1.5642470824999999
444,2018-01-09 23:33:33.325681,2018-01-10 18:00:00.000000,18.440742866388888
445,2018-01-09 23:53:07.763123,2018-01-13 08:00:00.000000,80.11451024361112
446,2018-01-10 00:07:56.519938,2018-01-10 02:25:54.303835,2.299384415833333
447,2018-01-10 00:27:56.857147,2018-01-10 18:00:00.000000,17.534206348055555
448,2018-01-10 00:40:43.884507,2018-01-13 08:00:00.000000,79.3211431925
449,2018-01-10 09:00:00.000000,2018-01-10 09:00:00.000000,0.0
450,2018-01-10 09:00:00.000000,2018-01-10 09:00:00.000000,0.0
451,2018-01-10 09:00:00.000000,2018-01-10 09:00:00.000000,0.0
452,2018-01-10 09:00:00.000000,2018-01-10 09:00:00.000000,0.0
453,2018-01-10 09:00:00.000000,2018-01-10 09:00:00.000000,0.0
454,2018-01-10 09:00:00.000000,2018-01-10 09:00:00.000000,0.0
455,2018-01-10 09:00:00.000000,2018-01-10 09:00:00.000000,0.0
456,2018-01-10 10:00:00.000000,2018-01-10 10:00:00.000000,0.0
457,2018-01-10 10:00:00.000000,2018-01-10 10:00:00.000000,0.0
458,2018-01-10 11:00:00.000000,2018-01-10 11:00:00.000000,0.0
459,2018-01-10 11:00:00.000000,2018-01-10 11:00:00.000000,0.0
460,2018-01-10 11:00:00.000000,2018-01-10 11:00:00.000000,0.0
461,2018-01-10 11:00:00.000000,2018-01-10 11:00:00.000000,0.0
462,2018-01-10 11:00:00.000000,2018-01-10 11:00:00.000000,0.0
463,2018-01-10 11:00:00.000000,2018-01-10 11:00:00.000000,0.0
464,2018-01-10 11:00:00.000000,2018-01-10 11:00:00.000000,0.0
465,2018-01-10 11:00:00.000000,2018-01-13 22:52:37.371231,83.87704756416666
466,2018-01-10 11:00:00.000000,2018-01-14 00:06:14.982429,85.10416178583334
467,2018-01-10 12:00:00.000000,2018-01-14 13:58:34.092549,97.97613681916667
468,2018-01-10 12:00:00.000000,2018-01-14 02:13:09.330744,86.21925854
469,2018-01-10 12:00:00.000000,2018-01-14 18:14:46.044538,102.24612348277778
470,2018-01-10 12:00:00.000000,2018-01-14 22:52:21.560706,106.87265575166667
471,2018-01-10 12:00:00.000000,2018-01-14 05:31:27.608995,89.52433583194446
472,2018-01-10 12:00:00.000000,2018-01-14 06:25:58.389056,90.43288584888889
473,2018-01-10 13:00:00.000000,2018-01-15 00:06:40.399946,107.11122220722223
474,2018-01-10 13:00:00.000000,2018-01-14 08:43:05.926006,91.71831277944445
475,2018-01-10 13:00:00.000000,2018-01-14 09:43:47.025293,92.72972924805555
476,2018-01-10 14:00:00.000000,2018-01-14 10:46:06.705655,92.76852934861111
477,2018-01-10 14:00:00.000000,2018-01-14 11:46:06.307180,93.76841866111111
478,2018-01-10 14:00:00.000000,2018-01-14 12:49:42.989109,94.82860808583334
479,2018-01-10 14:00:00.000000,2018-01-14 13:49:43.070923,95.82863081194444
480,2018-01-10 14:00:00.000000,2018-01-14 14:49:30.963953,96.82526776472223
481,2018-01-10 14:00:00.000000,2018-01-14 15:39:50.663194,97.66407310944444
482,2018-01-10 15:00:00.000000,2018-01-14 16:33:31.861840,97.55885051111112
483,2018-01-10 15:00:00.000000,2018-01-14 17:25:37.173597,98.42699266583334
484,2018-01-10 15:10:26.561927,2018-01-10 16:08:13.600403,0.9630662433333333
485,2018-01-10 16:00:00.000000,2018-01-14 18:31:05.311609,98.51814211361112
486,2018-01-10 16:00:00.000000,2018-01-14 19:30:02.963292,99.50082313666667
487,2018-01-10 17:00:00.000000,2018-01-14 20:29:17.279983,99.48813332861111
488,2018-01-10 17:40:46.737160,2018-01-13 08:00:00.000000,62.320350788888895
489,2018-01-10 18:15:12.239757,2018-01-13 08:00:00.000000,61.7466000675
490,2018-01-11 00:25:59.500007,2018-01-13 08:00:00.000000,55.56680555361111
491,2018-01-11 02:33:51.940184,2018-01-11 03:56:54.394944,1.384015211111111
492,2018-01-11 09:00:00.000000,2018-01-11 09:00:00.000000,0.0
493,2018-01-11 09:00:00.000000,2018-01-11 09:00:00.000000,0.0
494,2018-01-11 09:00:00.000000,2018-01-11 09:00:00.000000,0.0
495,2018-01-11 10:00:00.000000,2018-01-11 10:00:00.000000,0.0
496,2018-01-11 10:00:00.000000,2018-01-11 10:00:00.000000,0.0
497,2018-01-11 10:00:00.000000,2018-01-11 10:00:00.000000,0.0
498,2018-01-11 10:00:00.000000,2018-01-11 10:00:00.000000,0.0
499,2018-01-11 10:00:00.000000,2018-01-11 10:00:00.000000,0.0
500,2018-01-11 10:00:00.000000,2018-01-11 10:00:00.000000,0.0
501,2018-01-11 10:00:00.000000,2018-01-11 10:00:00.000000,0.0
502,2018-01-11 10:00:00.000000,2018-01-11 10:00:00.000000,0.0
503,2018-01-11 10:00:00.000000,2018-01-11 10:00:00.000000,0.0
504,2018-01-11 11:00:00.000000,2018-01-11 11:00:00.000000,0.0
505,2018-01-11 11:00:00.000000,2018-01-11 11:00:00.000000,0.0
506,2018-01-11 11:00:00.000000,2018-01-11 11:00:00.000000,0.0
507,2018-01-11 12:00:00.000000,2018-01-11 12:00:00.000000,0.0
508,2018-01-11 12:00:00.000000,2018-01-14 21:22:36.278197,81.3767439436111
509,2018-01-11 12:00:00.000000,2018-01-14 22:23:45.839943,82.39606665083333
510,2018-01-11 13:00:00.000000,2018-01-14 23:24:05.532947,82.40153692972223
511,2018-01-11 13:00:00.000000,2018-01-14 23:00:00.000000,82.0
512,2018-01-11 13:00:00.000000,2018-01-15 00:00:00.000000,83.0
513,2018-01-11 13:00:00.000000,2018-01-11 13:00:00.000000,0.0
514,2018-01-11 13:00:00.000000,2018-01-11 13:00:00.000000,0.0
515,2018-01-11 13:00:00.000000,2018-01-11 13:00:00.000000,0.0
516,2018-01-11 14:00:00.000000,2018-01-11 14:00:00.000000,0.0
517,2018-01-11 14:00:00.000000,2018-01-11 14:00:00.000000,0.0
518,2018-01-11 14:00:00.000000,2018-01-11 14:00:00.000000,0.0
519,2018-01-11 14:00:00.000000,2018-01-11 14:00:00.000000,0.0
520,2018-01-11 14:00:00.000000,2018-01-11 14:00:00.000000,0.0
521,2018-01-11 14:00:00.000000,2018-01-11 14:00:00.000000,0.0
522,2018-01-11 14:00:00.000000,2018-01-11 14:00:00.000000,0.0
523,2018-01-11 14:00:00.000000,2018-01-11 14:00:00.000000,0.0
524,2018-01-11 14:00:00.000000,2018-01-11 14:00:00.000000,0.0
525,2018-01-11 14:00:00.000000,2018-01-11 14:00:00.000000,0.0
526,2018-01-11 15:00:00.000000,2018-01-11 15:00:00.000000,0.0
527,2018-01-11 15:00:00.000000,2018-01-11 15:00:00.000000,0.0
528,2018-01-11 15:00:00.000000,2018-01-11 15:00:00.000000,0.0
529,2018-01-11 16:00:00.000000,2018-01-11 16:00:00.000000,0.0
530,2018-01-11 16:00:00.000000,2018-01-11 16:00:00.000000,0.0
531,2018-01-11 17:00:00.000000,2018-01-11 17:00:00.000000,0.0
532,2018-01-12 09:00:00.000000,2018-01-12 09:00:00.000000,0.0
533,2018-01-12 09:00:00.000000,2018-01-12 09:00:00.000000,0.0
534,2018-01-12 10:00:00.000000,2018-01-12 10:00:00.000000,0.0
535,2018-01-12 10:00:00.000000,2018-01-12 10:00:00.000000,0.0
536,2018-01-12 11:00:00.000000,2018-01-12 11:00:00.000000,0.0
537,2018-01-12 11:00:00.000000,2018-01-12 11:00:00.000000,0.0
538,2018-01-12 11:00:00.000000,2018-01-12 11:00:00.000000,0.0
539,2018-01-12 11:00:00.000000,2018-01-12 11:00:00.000000,0.0
540,2018-01-12 12:00:00.000000,2018-01-12 12:00:00.000000,0.0
541,2018-01-12 12:00:00.000000,2018-01-12 12:00:00.000000,0.0
542,2018-01-12 12:15:47.357862,2018-01-12 13:20:42.497628,1.0819832683333332
543,2018-01-12 12:38:37.731528,2018-01-12 14:30:48.243132,1.8695865566666667
544,2018-01-12 13:00:00.000000,2018-01-12 13:00:00.000000,0.0
545,2018-01-12 13:00:00.000000,2018-01-12 13:00:00.000000,0.0
546,2018-01-12 13:00:00.000000,2018-01-12 13:00:00.000000,0.0
547,2018-01-12 13:00:00.000000,2018-01-12 13:00:00.000000,0.0
548,2018-01-12 13:48:59.964093,2018-01-12 15:17:13.308762,1.4703735191666667
549,2018-01-12 14:00:00.000000,2018-01-12 14:00:00.000000,0.0
550,2018-01-12 14:00:00.000000,2018-01-12 14:00:00.000000,0.0
551,2018-01-12 15:00:00.000000,2018-01-12 15:00:00.000000,0.0
552,2018-01-12 15:00:00.000000,2018-01-12 15:00:00.000000,0.0
553,2018-01-12 16:00:00.000000,2018-01-12 16:00:00.000000,0.0
554,2018-01-12 16:00:00.000000,2018-01-12 16:00:00.000000,0.0
555,2018-01-12 16:00:00.000000,2018-01-12 16:00:00.000000,0.0
556,2018-01-12 17:00:00.000000,2018-01-12 17:00:00.000000,0.0
557,2018-01-12 18:17:31.846952,2018-01-12 19:56:36.802648,1.6513765822222222
558,2018-01-12 18:31:12.027971,2018-01-12 19:47:09.790678,1.2660451963888888
559,2018-01-12 19:14:19.573979,2018-01-12 21:20:44.015586,2.1067893352777776
560,2018-01-12 21:58:54.273705,2018-01-13 00:18:08.313569,2.320566628888889
561,2018-01-12 22:15:33.083808,2018-01-12 23:44:33.336494,1.4834035238888887
562,2018-01-12 22:33:04.882603,2018-01-13 00:26:33.052336,1.8911582591666667
563,2018-01-12 22:33:05.182865,2018-01-13 18:00:00.000000,19.448560315277778
564,2018-01-12 22:46:28.841986,2018-01-13 07:55:28.128088,9.149801694999999
565,2018-01-12 22:49:10.988937,2018-01-13 00:02:07.099879,1.2155863727777778
566,2018-01-12 22:53:42.166386,2018-01-13 01:33:31.447332,2.663689151666667
567,2018-01-13 00:21:15.854608,2018-01-13 02:40:22.317936,2.3184620355555556
568,2018-01-13 02:40:54.935240,2018-01-13 04:32:00.962876,1.8516743433333334
569,2018-01-13 06:10:57.606090,2018-01-13 18:00:00.000000,11.817331641666666
570,2018-01-13 06:30:53.148894,2018-01-13 14:28:33.234314,7.9611348388888885
571,2018-01-13 07:20:07.121148,2018-01-13 09:23:36.189626,2.0580745772222224
572,2018-01-13 07:54:46.472328,2018-01-13 18:12:48.604318,10.300592219444445
573,2018-01-13 08:16:58.551277,2018-01-13 10:27:00.346744,2.1671654075
574,2018-01-13 08:52:42.837461,2018-01-13 10:35:38.899836,1.7155728819444445
575,2018-01-13 09:06:37.666504,2018-01-13 11:34:04.190856,2.4573678755555557
576,2018-01-13 09:15:10.836663,2018-01-13 10:19:47.112611,1.0767433188888889
577,2018-01-13 10:06:45.800736,2018-01-13 12:12:15.456614,2.091571077222222
578,2018-01-13 11:34:30.409047,2018-01-13 13:11:43.100633,1.6201921072222223
579,2018-01-13 12:36:18.109827,2018-01-13 14:30:01.381043,1.8953531155555556
580,2018-01-13 14:39:40.479815,2018-01-13 16:53:14.877853,2.226221677222222
581,2018-01-13 18:37:21.519600,2018-01-13 20:06:30.482537,1.4858230380555557
582,2018-01-13 18:47:37.259066,2018-01-13 21:50:48.732836,3.0531871583333334
583,2018-01-13 19:39:07.144027,2018-01-13 21:48:36.476102,2.158147798611111
584,2018-01-13 19:45:28.876526,2018-01-13 21:24:01.687931,1.6424476125
585,2018-01-13 19:47:56.870145,2018-01-13 20:54:27.069105,1.1083886
586,2018-01-13 20:13:16.110722,2018-01-13 21:33:27.219439,1.3364190880555555
587,2018-01-13 20:42:24.459612,2018-01-13 22:16:26.503451,1.5672343997222222
588,2018-01-13 21:19:50.775070,2018-01-13 23:01:41.226171,1.6973475280555554
589,2018-01-13 22:33:02.708178,2018-01-13 23:41:07.929358,1.134783661111111
590,2018-01-13 22:42:48.946970,2018-01-14 00:42:10.752402,1.9893903977777778
591,2018-01-13 22:49:17.485773,2018-01-14 02:00:29.144121,3.1865717633333337
592,2018-01-13 22:53:32.537087,2018-01-14 00:28:36.569569,1.5844534672222221
593,2018-01-13 22:57:17.082173,2018-01-14 01:28:06.394064,2.5136977474999997
594,2018-01-13 23:14:34.133377,2018-01-14 01:15:22.333588,2.0133889475
595,2018-01-13 23:28:14.632920,2018-01-14 01:29:01.372975,2.0129833486111113
596,2018-01-13 23:46:59.321948,2018-01-14 01:10:37.026645,1.3938068602777778
597,2018-01-13 23:56:19.754455,2018-01-14 01:57:30.022539,2.0195189122222224
598,2018-01-14 00:03:05.119095,2018-01-14 02:04:40.758642,2.026566540833333
599,2018-01-14 01:30:03.990784,2018-01-14 03:32:49.906235,2.0460876252777775
600,2018-01-14 03:07:15.856508,2018-01-14 04:44:09.162110,1.6148071116666667
601,2018-01-14 11:53:45.033815,2018-01-14 14:28:45.260611,2.5833963322222226
602,2018-01-14 12:17:00.732302,2018-01-14 13:47:41.692042,1.5113777055555557
603,2018-01-14 16:02:50.481798,2018-01-14 17:34:10.532720,1.5222363672222223
